oracle,dataset,iters,measurements,kway,epsilon,seed,noisy_error,error,time
convex,msnbc,10000,32,3,3.1622776601683795,0,0.004106943503781043,0.01896005643798851,1712.5359659194946
convex,msnbc,10000,32,3,1.0,0,0.012537691231236322,0.01921250660354877,1723.1772809028625
convex,msnbc,10000,32,3,1.0,0,0.012537691231236322,0.019221940841262743,1768.8992395401
convex,msnbc,10000,32,3,0.31622776601683794,0,0.03917671227850927,0.021356050527976487,1838.3090524673462
convex,msnbc,10000,32,3,10.0,0,0.0014246203799012545,0.01892690221369856,1836.0476841926575
convex,msnbc,10000,32,3,0.1,0,0.12340922684224793,0.03284742883650356,1850.5009977817535
convex,stroke,10000,64,2,1.0,0,0.15353170968351543,0.009586441564854574,1904.2940936088562
gum,titanic,10000,64,3,1.0,0,7.167244898309924,0.18627966239562263,1913.9543356895447
exact,stroke,10000,4,3,1.0,0,0.9308508381245704,0.02718484720659429,1945.2915935516357
convex,msnbc,10000,32,3,0.03162277660168379,0,0.3897733831631883,0.05923954070888553,1911.0184445381165
gum,stroke,10000,512,2,1.0,0,0.11862557822922556,0.009672840340439415,1968.567940235138
gum,msnbc,10000,128,3,1.0,0,0.01256893107618311,0.0067208911775753135,1953.7754814624786
exact,stroke,10000,8,3,1.0,0,0.8347542937355507,0.06683756010014699,1993.9708261489868
convex,msnbc,10000,32,3,0.01,0,1.2320900231802963,0.10211288345658337,1986.7313797473907
convex,loans,10000,2,3,1.0,0,37.544903475473454,0.48254406112093023,2103.5686211586
convex,fire,10000,32,3,10.0,0,0.0034927364849317894,0.01734201791185525,2088.7390446662903
convex,fire,10000,32,3,1.0,0,0.0307386109436283,0.017700538421719432,2158.2881429195404
exact,stroke,10000,16,3,1.0,0,0.8003629719807985,0.05717785825577163,2161.7586345672607
exact,stroke,10000,32,2,1.0,0,0.19383236537684756,0.007697724621424058,2171.167847633362
exact,stroke,10000,32,2,3.1622776601683795,0,0.06349323484882631,0.0032849519967108904,2147.015003681183
exact,stroke,10000,32,2,0.1,0,1.9079032899266966,0.04014265074741762,2148.5327229499817
convex,fire,10000,32,3,1.0,0,0.0307386109436283,0.017658672387886053,2170.5959963798523
exact,stroke,10000,32,2,0.31622776601683794,0,0.6056709061164876,0.017660245057319147,2182.5158400535583
exact,stroke,10000,32,2,0.01,0,19.04807824228913,0.18498083732456808,2197.756156682968
convex,fire,10000,32,3,3.1622776601683795,0,0.01006897810784089,0.017274117939134068,2212.7285628318787
convex,fire,10000,32,3,0.1,0,0.30256194229021277,0.03390278352814433,2239.506901025772
convex,loans,10000,4,3,1.0,0,26.710556389763802,0.37308685698774113,2276.340368270874
exact,stroke,10000,32,2,1.0,0,0.19383236537684756,0.007697724621424058,2247.2770001888275
exact,loans,10000,32,2,0.31622776601683794,0,1.7480648862443224,0.10344884068004594,2275.849493741989
exact,stroke,10000,32,2,10.0,0,0.02202459231986469,0.0013655859541237432,2270.5095508098602
convex,msnbc,10000,64,2,1.0,0,0.000701249398617847,0.001075897437821501,2322.0185141563416
gum,loans,10000,32,2,1.0,0,0.5594317777380249,0.07383353073795589,2389.7543182373047
gum,loans,10000,32,2,10.0,0,0.06356656078308826,0.014533157828646868,2369.578758239746
exact,loans,10000,32,2,10.0,0,0.06356656078308826,0.019873671169214104,2372.028690814972
convex,fire,10000,32,3,0.31622776601683794,0,0.09604939973153374,0.020120815703046434,2390.856244802475
convex,titanic,10000,32,3,1.0,0,9.33511463994546,0.19347078148825986,2402.8072249889374
convex,fire,10000,32,3,0.03162277660168379,0,0.9556059533022631,0.07763859075878181,2397.92485499382
gum,loans,10000,32,2,0.01,0,54.97585634297596,0.48590091227238474,2387.5100972652435
gum,loans,10000,32,2,0.03162277660168379,0,17.391688201308895,0.2689776402984855,2397.288970708847
gum,loans,10000,32,2,1.0,0,0.5594317777380249,0.07383353073795589,2404.8045523166656
convex,fire,10000,32,3,0.01,0,3.0207105256914635,0.17752144431404263,2415.2545318603516
exact,loans,10000,32,2,1.0,0,0.5594317777380249,0.061137652813654374,2456.4988131523132
convex,fire,10000,64,2,1.0,0,0.0014143158792226395,0.0010919526537589836,2476.0035967826843
convex,titanic,10000,32,3,0.1,0,91.88607846149824,0.5129988278925915,2405.5045821666718
convex,adult,10000,64,2,1.0,0,0.0763143501969607,0.015752735831828887,2477.551640510559
gum,loans,10000,32,2,0.1,0,5.5065196524883735,0.16390749464904078,2431.0256650447845
exact,loans,10000,32,2,1.0,0,0.5594317777380249,0.061137652813654374,2453.4395818710327
convex,titanic,10000,32,3,3.1622776601683795,0,3.057882645255956,0.10047283522649518,2435.4913907051086
convex,titanic,10000,32,3,1.0,0,9.33511463994546,0.19366355957892095,2437.2059383392334
exact,loans,10000,32,2,0.03162277660168379,0,17.391688201308895,0.275083537416677,2460.5552101135254
gum,loans,10000,32,2,3.1622776601683795,0,0.18325181750095662,0.037029452631525996,2466.999310731888
convex,titanic,10000,32,3,0.31622776601683794,0,29.169573057030867,0.3311220849649091,2454.8548741340637
convex,titanic,10000,32,3,10.0,0,1.0607211742180878,0.04476252021652799,2456.0520482063293
exact,stroke,10000,32,2,0.03162277660168379,0,6.025885900845176,0.0896259657291434,2476.986152648926
exact,loans,10000,32,2,0.01,0,54.97585634297596,0.45601983481814434,2545.123797416687
exact,loans,10000,32,2,0.1,0,5.5065196524883735,0.16579289837357722,2565.6444807052612
exact,loans,10000,32,2,3.1622776601683795,0,0.18325181750095662,0.03096939422343006,2567.6444261074066
convex,titanic,10000,32,3,0.01,0,917.3699847118471,0.5886352186248639,2638.9741122722626
convex,titanic,10000,32,3,0.03162277660168379,0,290.21126364658096,0.647335915034241,2654.2828369140625
exact,stroke,10000,32,3,0.1,0,8.904547281696606,0.17690152962340353,2720.30450963974
gum,loans,10000,32,2,0.31622776601683794,0,1.7480648862443224,0.11224248599093273,2729.8763284683228
exact,stroke,10000,32,3,0.03162277660168379,0,28.12395481546991,0.2943555888242787,2761.3270432949066
exact,stroke,10000,32,3,0.31622776601683794,0,2.8267812363117746,0.09755207161332165,2791.6817424297333
exact,stroke,10000,32,3,1.0,0,0.9046524901624053,0.04720990531307013,2854.1595315933228
exact,stroke,10000,32,3,3.1622776601683795,0,0.2963349949467109,0.019928627257058008,2823.2145550251007
gum,fire,10000,256,3,1.0,0,0.02654456095696987,0.0035201848360218177,2916.815718650818
exact,stroke,10000,32,3,10.0,0,0.10279295848368823,0.010539387844514815,2867.9295206069946
exact,stroke,10000,32,3,1.0,0,0.9046524901624053,0.04720990531307013,2899.8625028133392
exact,stroke,10000,32,3,0.01,0,88.90100154942168,0.46937399143285186,2906.7395980358124
exact,stroke,10000,64,2,1.0,0,0.15353170968351543,0.009352011889084834,3158.9670073986053
convex,loans,10000,64,2,1.0,0,0.7409761180439143,0.052777349838715786,3593.821580171585
gum,adult,10000,16,3,1.0,0,1.0368271046196302,0.05775257501874772,3698.0081090927124
gum,msnbc,10000,256,3,1.0,0,0.01257320495188619,0.006614845213842702,3866.6670999526978
convex,adult,10000,32,3,3.1622776601683795,0,0.6373006960467951,0.02331446853769261,3998.546576023102
convex,fire,10000,64,3,1.0,0,0.03749670138741929,0.01089051573444664,4075.598085641861
exact,loans,10000,4,3,1.0,0,26.710556389763802,0.36907528934466466,4166.549705028534
convex,msnbc,10000,64,3,1.0,0,0.012556811601502186,0.020091258427361657,4151.743940353394
convex,adult,10000,32,3,1.0,0,1.9455537533278673,0.039353906347826796,4194.408072948456
convex,adult,10000,32,3,1.0,0,1.9455537533278673,0.03933884598851227,4159.04002571106
convex,stroke,10000,128,2,1.0,0,0.16566269665491618,0.009149151807443884,4212.244144916534
convex,adult,10000,32,3,10.0,0,0.22106745780107528,0.019234940295252797,4255.24048948288
convex,adult,10000,32,3,0.31622776601683794,0,6.079301061953469,0.07499114700404765,4265.127445697784
convex,adult,10000,32,3,0.1,0,19.15019919138253,0.13906855383425556,4435.322166919708
convex,loans,10000,8,3,1.0,0,21.085163256206418,0.3065780489277908,4489.6334800720215
exact,loans,10000,2,3,1.0,0,37.544903475473454,0.48254225150062485,4621.586254119873
convex,titanic,10000,64,3,1.0,0,7.167244898309924,0.18734554689733118,5154.73301076889
gum,loans,10000,2,3,1.0,0,37.544903475473454,0.4772855846720414,5648.763884544373
exact,adult,10000,8,3,1.0,0,0.9236145369553018,0.052313507066612364,5762.516989469528
convex,adult,10000,32,3,0.03162277660168379,0,60.483629288234155,0.2488407493220432,6324.055519104004
convex,loans,10000,128,2,1.0,0,0.5173576634777293,0.04696827707664525,6562.719909906387
gum,loans,10000,4,3,1.0,0,26.710556389763802,0.32840545985954495,7281.702713727951
gum,loans,10000,64,2,1.0,0,0.7409761180439143,0.07240712226096138,7502.150948047638
gum,msnbc,10000,512,3,1.0,0,0.01257416512773976,0.006552012806585928,7572.992640972137
exact,loans,10000,8,3,1.0,0,21.085163256206418,0.3063836147729853,7947.908316850662
convex,fire,10000,128,3,1.0,0,0.02654637334093429,0.13389138766892894,8254.068015575409
gum,loans,10000,128,2,1.0,0,0.5173576634777293,0.06257549180206165,8865.262186050415
convex,msnbc,10000,128,3,1.0,0,0.01256893107618311,0.01899016890326358,9006.138711452484
convex,adult,10000,64,3,1.0,0,2.380951481795354,0.05708398871090653,9534.628581047058
convex,stroke,10000,256,2,1.0,0,0.12903866326784116,0.008293444923551831,9585.841412782669
convex,loans,10000,16,3,1.0,0,23.327453932222515,0.30528699706309304,9781.9507522583
convex,adult,10000,32,3,0.01,0,191.19129071101472,0.41781845202670864,10714.356903553009
gum,loans,10000,256,2,1.0,0,0.4286567434119885,0.05454062384280393,13047.918291091919
convex,loans,10000,256,2,1.0,0,0.4286567434119885,0.04059074567725509,14139.805830955505
exact,loans,10000,16,3,1.0,0,23.327453932222515,0.3015218030000802,16767.917958498
convex,stroke,10000,64,3,1.0,0,10.246755885474132,0.05887608958789488,16962.129392385483
