oracle,dataset,iters,measurements,kway,epsilon,seed,noisy_error,error,time
exact,adult,10000,32,2,100.0,0,0.005466406150136984,0.0027035254598881016,17552.740085363388
exact,adult,10000,32,2,0.03162277660168379,0,8.878593441349073,0.27949603805614326,17611.242332935333
exact,adult,10000,32,2,0.03162277660168379,0,8.910028878424809,0.2785622030261372,17642.888659000397
exact,adult,10000,32,2,0.01,0,28.138721695234253,0.39863152362357357,17744.293600320816
exact,adult,10000,32,2,31.622776601683793,0,0.012515661561133649,0.0037233646825730227,17661.640753269196
exact,adult,10000,32,2,100.0,0,0.005424089445805205,0.00269897281892956,17691.204914331436
exact,adult,10000,32,2,0.1,0,2.79612679998938,0.1773826300465262,17703.042446374893
exact,adult,10000,32,2,0.03162277660168379,0,8.914573029413766,0.29870924196111526,17984.968546152115
exact,adult,10000,32,2,0.03162277660168379,0,8.848751138641207,0.28332031617768144,17952.019080638885
exact,adult,10000,32,2,3.1622776601683795,0,0.09270454064489718,0.018627781694820413,18282.705147504807
exact,adult,10000,32,2,10.0,0,0.0324290665682195,0.007293630779786797,18356.628478050232
exact,adult,10000,32,2,1.0,0,0.28538355541773935,0.04362175206548794,18363.44146990776
exact,adult,10000,32,2,0.31622776601683794,0,0.8886185311751049,0.09026685520942694,18463.509489297867
exact,adult,10000,32,2,0.01,0,28.19118030895191,0.4661458019338024,18525.900972127914
exact,adult,10000,32,2,1.0,0,0.28493469520403,0.04232040029491769,19156.529178857803
