oracle,iters,attributes,domain,measurements,records,temperature,epsilon,seed,learning_rate,skiperror,time,error_in,error_out,baseline_in,dist_noisy
pairwise,10000,8,4,9,10000,3.0,1.0,2457026461,,False,272.296692609787,0.0171376807922577,0.4877509662619012,0.0285272784802792,0.020615786589832
pairwise,10000,8,4,9,10000,3.0,1.0,2643031147,,False,273.1759104728699,0.006375359021329,0.0277097838703963,0.0293339246232195,0.0294222766278002
pairwise,10000,8,4,10,10000,3.0,1.0,2457026461,,False,297.02016520500183,0.0192636352785167,0.4898777591560862,0.0319379824178194,0.0229124341486892
pairwise,10000,8,4,11,10000,3.0,1.0,2457026461,,False,325.19972038269043,0.0206106533377269,0.492069321625341,0.0349973797236213,0.0254555260654807
pairwise,10000,8,4,12,10000,3.0,1.0,2457026461,,False,349.40758657455444,0.0225099002726565,0.4945381727494418,0.0385970492491098,0.0283302861099599
pairwise,10000,8,4,10,10000,3.0,1.0,2643031147,,False,322.8988118171692,0.0066328191806001,0.0278742297663544,0.032174492320982,0.0324593117500428
pairwise,10000,8,4,13,10000,3.0,1.0,2457026461,,False,386.57913732528687,0.024353564164379,0.4960562420774254,0.0415302977224657,0.0302478479338885
pairwise,10000,8,4,11,10000,3.0,1.0,2643031147,,False,332.4403336048126,0.007367236084377,0.0277920938505108,0.0354268415329535,0.0353682153821501
pairwise,10000,8,4,14,10000,3.0,1.0,2457026461,,False,414.702700138092,0.0258041883696079,0.5005565521999928,0.0441468799988772,0.0316768509976257
pairwise,10000,8,4,12,10000,3.0,1.0,2643031147,,False,365.2662320137024,0.0083375919891144,0.0275174545612614,0.0381059721508223,0.0372943699287521
pairwise,10000,8,4,15,10000,3.0,1.0,2457026461,,False,437.9310450553894,0.0272857741510746,0.4993276836560081,0.0475562150044215,0.0346849961002061
pairwise,10000,8,4,13,10000,3.0,1.0,2643031147,,False,391.1849918365479,0.0090759519299949,0.0281500503035065,0.0409399965986301,0.0401042478691168
pairwise,10000,8,4,14,10000,3.0,1.0,2643031147,,False,424.5602629184723,0.0095407049613272,0.0267235471236415,0.0441323764899663,0.0441153023206193
pairwise,10000,8,4,15,10000,3.0,1.0,2643031147,,False,448.6297957897186,0.0099401935607471,0.027687663022398,0.0479799278614198,0.0475727800696047
pairwise,10000,8,4,20,10000,3.0,1.0,2457026461,,False,600.5159096717834,0.0341730461698335,0.497665451804472,0.064127892728125,0.0482589053757954
pairwise,10000,8,4,20,10000,3.0,1.0,2643031147,,False,591.7213468551636,0.0136799114533342,0.0303193300641151,0.0658392757258765,0.0642552438279361
pairwise,10000,8,4,25,10000,3.0,1.0,2457026461,,False,734.4091894626617,0.0399554081148437,0.4933182428395077,0.0795015820408677,0.0620424764182883
