oracle,dataset,iters,measurements,kway,epsilon,seed,noisy_error,error,time
convex,fire,10000,32,2,1.0,0,0.009461874233863351,0.004213003153344746,1113.034985780716
gum,adult,10000,1,2,1.0,0,0.05772062529731398,0.04709223775394994,0.05459284782409668
gum,adult,10000,1,3,1.0,0,0.002604891090576698,0.0024023093055752015,0.004295825958251953
gum,adult,10000,2,2,1.0,0,0.06798764039741664,0.04426954154791449,0.13674139976501465
gum,adult,10000,2,3,1.0,0,0.004294732475739035,0.003399674280344515,0.3852086067199707
convex,adult,10000,1,3,1.0,0,0.002604891090576698,0.0025066724383983096,6.448357105255127
convex,adult,10000,1,2,1.0,0,0.05772062529731398,0.04599686887284264,7.281304121017456
convex,adult,10000,2,2,1.0,0,0.06798764039741664,0.04520360982611698,12.55638575553894
exact,adult,10000,1,3,1.0,0,0.002604891090576698,0.0025025938441680506,150.16463589668274
exact,adult,10000,2,2,1.0,0,0.06798764039741664,0.04520349685788094,170.9958531856537
exact,adult,10000,1,2,1.0,0,0.05772062529731398,0.04599709246373945,175.20989346504211
gum,fire,10000,128,3,1.0,0,0.30033792968455075,0.026280063690979995,1421.1194491386414
convex,fire,10000,32,3,1.0,0,0.1738838419399568,0.024754345797658207,2277.0954291820526
gum,adult,10000,4,2,1.0,0,0.08939296279787165,0.039756260312332,7.967371940612793
gum,adult,10000,8,2,1.0,0,0.1547802608997482,0.04328987373968389,21.468600511550903
convex,fire,10000,64,2,1.0,0,0.011314527033781116,0.005326595401828396,2411.145979166031
convex,adult,10000,2,3,1.0,0,0.004294732475739035,0.003431494934923049,34.4298632144928
convex,adult,10000,4,2,1.0,0,0.08939296279787165,0.04048701457971789,48.55525875091553
exact,adult,10000,2,3,1.0,0,0.004294732475739035,0.0034202915169315364,148.21417880058289
exact,adult,10000,4,2,1.0,0,0.08939296279787165,0.04049822315160987,175.79467248916626
exact,adult,10000,8,2,1.0,0,0.1547802608997482,0.04289868417651947,207.29421019554138
convex,adult,10000,4,3,1.0,0,2.934144495024366,0.12621428186529635,311.48470640182495
exact,adult,10000,4,3,1.0,0,2.934144495024366,0.12575205591745994,501.88056468963623
gum,adult,10000,16,2,1.0,0,0.3402669269179491,0.061118078573546626,77.5658438205719
convex,adult,10000,8,2,1.0,0,0.1547802608997482,0.0429744835551619,144.67837595939636
convex,adult,10000,16,2,1.0,0,0.3402669269179491,0.05519409746168913,503.2148962020874
gum,adult,10000,32,2,1.0,0,0.28309728698835174,0.051089186125768474,92.45442414283752
convex,adult,10000,8,3,1.0,0,2.612376409134269,0.10214383521173134,765.8693149089813
gum,adult,10000,4,3,1.0,0,2.934144495024366,0.10178126168964503,1438.7738358974457
gum,adult,10000,64,2,1.0,0,0.6105148015756857,0.08115598387227722,284.48599338531494
gum,fire,10000,256,3,1.0,0,0.42471297531151786,0.03373072193742706,2987.959379673004
gum,adult,10000,8,3,1.0,0,2.612376409134269,0.10055237719381978,1549.0062403678894
convex,adult,10000,16,3,1.0,0,4.147308418478521,0.11964964313411261,1553.5086340904236
exact,adult,10000,16,2,1.0,0,0.3402669269179491,0.05470562414016611,1651.1794159412384
convex,adult,10000,32,2,1.0,0,0.28309728698835174,0.04425520386965372,1050.0560958385468
convex,fire,10000,64,3,1.0,0,0.29997361109935433,0.027177324175801258,4465.5949828624725
gum,loans,10000,1,2,1.0,0,0.01989026855258729,0.0005011234940909371,0.016843080520629883
gum,loans,10000,2,2,1.0,0,0.4556661579638969,0.0146673253727555,0.7289483547210693
gum,loans,10000,1,3,1.0,0,0.937435499792632,0.18662248768442055,1.2745001316070557
convex,loans,10000,1,2,1.0,0,0.01989026855258729,0.001297697787474117,6.491529941558838
convex,loans,10000,1,3,1.0,0,0.937435499792632,0.1736347036678922,25.489201068878174
convex,loans,10000,2,2,1.0,0,0.4556661579638969,0.019959627722018494,27.93667984008789
exact,loans,10000,1,2,1.0,0,0.01989026855258729,0.0007145511976922103,564.3152570724487
gum,loans,10000,4,2,1.0,0,0.6197859797197475,0.07002367671810653,2.005993366241455
convex,loans,10000,4,2,1.0,0,0.6197859797197475,0.07617678126643997,60.061418771743774
convex,adult,10000,64,2,1.0,0,0.6105148015756857,0.06901454626954755,2533.904056787491
exact,loans,10000,2,2,1.0,0,0.4556661579638969,0.019897317986224988,818.8197584152222
exact,loans,10000,1,3,1.0,0,0.937435499792632,0.1736353016381678,832.6549184322357
gum,adult,10000,16,3,1.0,0,4.147308418478521,0.1342039419745963,3738.6475484371185
convex,loans,10000,8,2,1.0,0,2.4825522777390154,0.16737797801379387,300.89885330200195
exact,loans,10000,4,2,1.0,0,0.6197859797197475,0.07629114144591338,907.2090916633606
gum,loans,10000,8,2,1.0,0,2.4825522777390154,0.16986211140839647,1056.2188363075256
exact,loans,10000,8,2,1.0,0,2.4825522777390154,0.167754230880246,1170.5694947242737
convex,loans,10000,16,2,1.0,0,2.3524487610511926,0.13478360846159157,592.6681621074677
convex,adult,10000,32,3,1.0,0,11.005714017128593,0.10366228013319867,4159.125195503235
convex,loans,10000,2,3,1.0,0,53.09651169300329,0.5153394782825075,1776.4993991851807
gum,loans,10000,16,2,1.0,0,2.3524487610511926,0.13443501330006477,1227.122018814087
exact,loans,10000,16,2,1.0,0,2.3524487610511926,0.13491010928765565,1377.1205048561096
convex,loans,10000,4,3,1.0,0,53.421112779527604,0.4617267463669835,2339.353657722473
exact,adult,10000,8,3,1.0,0,2.612376409134269,0.10114986234580922,5778.815697669983
convex,loans,10000,32,2,1.0,0,3.1646240291984227,0.13183728191590324,1622.752872467041
convex,fire,10000,128,3,1.0,0,0.30033792968455075,0.13460154739555852,8267.359888076782
gum,stroke,10000,1,2,1.0,0,0.01645163601868305,0.015893190308077634,0.0071790218353271484
gum,stroke,10000,1,3,1.0,0,0.2190820991096294,0.01764940223012861,0.08096599578857422
gum,stroke,10000,2,3,1.0,0,0.2172695689601434,0.012697549913202278,0.16597509384155273
gum,stroke,10000,2,2,1.0,0,0.018249078218552105,0.0155172561310193,0.8508009910583496
convex,stroke,10000,1,2,1.0,0,0.01645163601868305,0.01537204569991694,6.2728612422943115
convex,stroke,10000,1,3,1.0,0,0.2190820991096294,0.02038426699388224,7.849306583404541
convex,stroke,10000,2,2,1.0,0,0.018249078218552105,0.015303008947058454,33.789626359939575
gum,stroke,10000,4,2,1.0,0,0.2145392360109928,0.0190674594362662,3.5341145992279053
gum,loans,10000,32,2,1.0,0,3.1646240291984227,0.13685015252151944,2404.9805665016174
gum,stroke,10000,8,2,1.0,0,0.17014332255017767,0.016940225054437423,9.241063833236694
convex,stroke,10000,2,3,1.0,0,0.2172695689601434,0.01805090876628128,13.922488689422607
convex,stroke,10000,4,2,1.0,0,0.2145392360109928,0.023756226057455577,45.95539355278015
exact,loans,10000,32,2,1.0,0,3.1646240291984227,0.1314956311058093,2521.7044155597687
convex,stroke,10000,4,3,1.0,0,1.8617016762491407,0.043220355326544724,126.51154112815857
gum,stroke,10000,4,3,1.0,0,1.8617016762491407,0.030560108482311256,139.57863879203796
gum,stroke,10000,16,2,1.0,0,0.14007443961570845,0.013729027744627063,11.930014371871948
exact,loans,10000,2,3,1.0,0,53.09651169300329,0.5153418307584153,4214.960351705551
convex,stroke,10000,8,2,1.0,0,0.17014332255017767,0.02196574785400617,68.55697178840637
exact,stroke,10000,1,2,1.0,0,0.01645163601868305,0.015374538549220088,1283.1368889808655
exact,stroke,10000,1,3,1.0,0,0.2190820991096294,0.02040759252473655,1284.6511087417603
exact,stroke,10000,2,2,1.0,0,0.018249078218552105,0.014811317561285068,1289.5783851146698
gum,loans,10000,2,3,1.0,0,53.09651169300329,0.5073582597856423,4933.556939125061
convex,stroke,10000,16,2,1.0,0,0.14007443961570845,0.015612164430125669,197.58146286010742
gum,stroke,10000,8,3,1.0,0,2.3610416868999797,0.12693373963230006,230.32676553726196
convex,stroke,10000,8,3,1.0,0,2.3610416868999797,0.12588607579293626,268.4360740184784
gum,stroke,10000,16,3,1.0,0,3.201451887923194,0.12349624709464864,430.4742639064789
convex,stroke,10000,16,3,1.0,0,3.201451887923194,0.13182136711789033,623.2564346790314
convex,loans,10000,64,2,1.0,0,5.927808944351313,0.14869499295920915,3638.1950578689575
exact,stroke,10000,8,2,1.0,0,0.17014332255017767,0.02191447988725348,1253.1737976074219
exact,stroke,10000,2,3,1.0,0,0.2172695689601434,0.018026411391526255,1276.9742064476013
exact,stroke,10000,4,2,1.0,0,0.2145392360109928,0.023700995964936272,1300.108734369278
exact,loans,10000,4,3,1.0,0,53.421112779527604,0.4617260083148252,5030.956494569778
gum,stroke,10000,32,2,1.0,0,1.0964814397711802,0.027805512055862885,241.13300490379333
convex,loans,10000,8,3,1.0,0,59.63784768355591,0.4686443459925161,4499.849023103714
gum,stroke,10000,64,2,1.0,0,1.2282536774681234,0.036343750161999824,324.2167372703552
exact,stroke,10000,16,2,1.0,0,0.14007443961570845,0.015518710573127857,1331.6455330848694
exact,stroke,10000,4,3,1.0,0,1.8617016762491407,0.042596126227408,1945.2136030197144
convex,stroke,10000,32,2,1.0,0,1.0964814397711802,0.027309649022700513,960.0910365581512
gum,stroke,10000,32,3,1.0,0,5.117487283289067,0.12845432478222582,1237.0074090957642
exact,stroke,10000,8,3,1.0,0,2.3610416868999797,0.12595398966200483,1989.1727974414825
gum,stroke,10000,128,2,1.0,0,1.8742594591094588,0.057531976925155964,794.0980708599091
exact,stroke,10000,16,3,1.0,0,3.201451887923194,0.13177941603403548,2098.2113060951233
convex,stroke,10000,32,3,1.0,0,5.117487283289067,0.13507301571664726,1576.3607864379883
gum,msnbc,10000,1,2,1.0,0,0.0006890561740001384,0.0006680168475891036,0.023517608642578125
gum,msnbc,10000,2,2,1.0,0,0.0010261438768833999,0.000977205376102087,0.03767204284667969
gum,msnbc,10000,1,3,1.0,0,0.012365950547788798,0.007950108999068136,0.27539491653442383
gum,msnbc,10000,2,3,1.0,0,0.01755509194118774,0.009534910993082695,0.8235328197479248
convex,msnbc,10000,1,2,1.0,0,0.0006890561740001384,0.001104634863759004,6.538032531738281
convex,msnbc,10000,1,3,1.0,0,0.012365950547788798,0.01856152650818808,10.484311819076538
convex,msnbc,10000,2,2,1.0,0,0.0010261438768833999,0.0012745944263182893,12.12165355682373
convex,stroke,10000,64,2,1.0,0,1.2282536774681234,0.03975870290146041,1871.6518609523773
gum,stroke,10000,256,2,1.0,0,2.0646186122854586,0.0637453670014986,1276.5727655887604
exact,msnbc,10000,2,2,1.0,0,0.0010261438768833999,0.001060131026312962,184.05521321296692
exact,msnbc,10000,1,2,1.0,0,0.0006890561740001384,0.0007887379007929221,186.13909101486206
exact,msnbc,10000,1,3,1.0,0,0.012365950547788798,0.011899473092035715,186.18498539924622
exact,stroke,10000,32,2,1.0,0,1.0964814397711802,0.027034471159735347,2194.5782330036163
gum,msnbc,10000,4,2,1.0,0,0.001429057169816011,0.001355100479575079,0.8225569725036621
gum,msnbc,10000,8,2,1.0,0,0.0019836651797649407,0.0018109517272243741,5.396539688110352
convex,msnbc,10000,2,3,1.0,0,0.01755509194118774,0.01600633889748212,19.758519649505615
convex,msnbc,10000,4,2,1.0,0,0.001429057169816011,0.0023010647998510736,45.43967247009277
gum,msnbc,10000,4,3,1.0,0,0.024865020577498516,0.011878024847093428,54.72847867012024
convex,msnbc,10000,4,3,1.0,0,0.024865020577498516,0.016385861478905275,66.0765290260315
exact,msnbc,10000,2,3,1.0,0,0.01755509194118774,0.011247554926796027,179.91162657737732
exact,msnbc,10000,4,2,1.0,0,0.001429057169816011,0.0015752265379757274,191.64236092567444
exact,msnbc,10000,4,3,1.0,0,0.024865020577498516,0.012206973629758852,200.54085326194763
exact,msnbc,10000,8,2,1.0,0,0.0019836651797649407,0.002095692847152568,256.03401708602905
exact,stroke,10000,32,3,1.0,0,5.117487283289067,0.1345620274162362,2808.632717847824
exact,stroke,10000,64,2,1.0,0,1.2282536774681234,0.03893998206680459,2873.632379055023
gum,msnbc,10000,16,2,1.0,0,0.002792445275914761,0.0024867459904968246,10.851375818252563
gum,stroke,10000,512,2,1.0,0,2.684190425217941,0.07981300987999215,1829.7955782413483
gum,msnbc,10000,8,3,1.0,0,0.03535658741142344,0.014602244707700827,112.30786848068237
convex,msnbc,10000,8,2,1.0,0,0.0019836651797649407,0.002021909517730759,178.84239220619202
gum,msnbc,10000,16,3,1.0,0,0.050074869079020874,0.01901425167786475,284.285747051239
convex,msnbc,10000,8,3,1.0,0,0.03535658741142344,0.018749260895140347,312.45302414894104
exact,msnbc,10000,16,2,1.0,0,0.002792445275914761,0.0025006081788348554,349.2472085952759
exact,loans,10000,8,3,1.0,0,59.63784768355591,0.4685629932994182,7555.2301478385925
convex,msnbc,10000,16,2,1.0,0,0.002792445275914761,0.0025274122788123987,400.59669852256775
exact,msnbc,10000,8,3,1.0,0,0.03535658741142344,0.01711554915096914,563.7528684139252
gum,msnbc,10000,32,2,1.0,0,0.003978235826801833,0.0034673412223369423,22.83242964744568
gum,msnbc,10000,64,2,1.0,0,0.005609995188942766,0.004724328730732188,44.86594748497009
gum,loans,10000,4,3,1.0,0,53.421112779527604,0.4203460974028386,8480.818013906479
convex,msnbc,10000,16,3,1.0,0,0.050074869079020874,0.03174738267634529,807.8998746871948
gum,loans,10000,64,2,1.0,0,5.927808944351313,0.17949527375942118,7423.973591804504
convex,adult,10000,64,3,1.0,0,19.04761185436283,0.16143834370180146,10498.287185907364
convex,loans,10000,128,2,1.0,0,5.85323379430288,0.16916477207689498,6931.190033912659
gum,msnbc,10000,32,3,1.0,0,0.07092389192024254,0.023569686077672087,477.99152660369873
gum,msnbc,10000,64,3,1.0,0,0.10045449281201745,0.02781054999421252,990.7469327449799
convex,msnbc,10000,32,2,1.0,0,0.003978235826801833,0.0033099794255653943,1039.0893166065216
convex,stroke,10000,128,2,1.0,0,1.8742594591094588,0.05087349713112895,4229.863209486008
convex,msnbc,10000,32,3,1.0,0,0.07092389192024254,0.025475024334317593,1794.5792164802551
gum,titanic,10000,1,2,1.0,0,0.03350560173837916,0.03108047889009889,0.002543926239013672
gum,titanic,10000,2,2,1.0,0,0.049961744208652056,0.047079728198502986,0.004216194152832031
gum,titanic,10000,1,3,1.0,0,0.056102312706933805,0.04008100819582827,0.0032510757446289062
gum,titanic,10000,2,3,1.0,0,3.170868040336608,0.21115293916121902,5.378452301025391
convex,titanic,10000,1,2,1.0,0,0.03350560173837916,0.028839419553860327,6.014926195144653
convex,titanic,10000,1,3,1.0,0,0.056102312706933805,0.0435854972686083,6.117486238479614
convex,titanic,10000,2,2,1.0,0,0.049961744208652056,0.043909723951798554,10.805344104766846
exact,titanic,10000,1,3,1.0,0,0.056102312706933805,0.04358597627069646,84.19690322875977
exact,titanic,10000,2,2,1.0,0,0.049961744208652056,0.04390958263857565,89.6559886932373
exact,titanic,10000,1,2,1.0,0,0.03350560173837916,0.028839661953629196,95.31907820701599
convex,loans,10000,16,3,1.0,0,93.30981572889006,0.5151485431679678,9705.385769367218
gum,loans,10000,128,2,1.0,0,5.85323379430288,0.2080858730461372,8678.133986711502
gum,titanic,10000,4,2,1.0,0,0.628541451433774,0.0971452875991409,1.5740315914154053
gum,titanic,10000,8,2,1.0,0,1.0947216461271194,0.2664488003457737,4.0279364585876465
convex,msnbc,10000,64,2,1.0,0,0.005609995188942766,0.004354947697359936,2403.2624666690826
gum,titanic,10000,4,3,1.0,0,5.0491926048120135,0.38356754811567506,12.973343849182129
convex,titanic,10000,2,3,1.0,0,3.170868040336608,0.2343917095449276,35.98824667930603
convex,titanic,10000,4,2,1.0,0,0.628541451433774,0.10093569444242925,62.30668044090271
exact,titanic,10000,2,3,1.0,0,3.170868040336608,0.23449040901512627,88.0313515663147
exact,titanic,10000,4,2,1.0,0,0.628541451433774,0.10301608583444058,107.92808413505554
exact,titanic,10000,4,3,1.0,0,5.0491926048120135,0.366444717043655,122.78789615631104
convex,titanic,10000,4,3,1.0,0,5.0491926048120135,0.36978193852913893,126.17366337776184
exact,titanic,10000,8,2,1.0,0,1.0947216461271194,0.2312635413140367,149.22145986557007
gum,msnbc,10000,128,3,1.0,0,0.14220122233976656,0.03240296859212262,1947.912249803543
gum,titanic,10000,16,2,1.0,0,1.3608039373130243,0.2288424633081202,7.702754259109497
gum,titanic,10000,8,3,1.0,0,4.95022899867676,0.3377925254492826,21.408390283584595
gum,titanic,10000,16,3,1.0,0,8.892354698056845,0.4599772630274447,60.65656900405884
convex,titanic,10000,8,2,1.0,0,1.0947216461271194,0.23249306526234959,163.49312567710876
exact,titanic,10000,8,3,1.0,0,4.95022899867676,0.31582952972012107,192.2488238811493
exact,titanic,10000,16,2,1.0,0,1.3608039373130243,0.20528494680210183,222.48592138290405
convex,titanic,10000,8,3,1.0,0,4.95022899867676,0.33094414841461434,324.4937252998352
convex,titanic,10000,16,2,1.0,0,1.3608039373130243,0.2120201012682172,443.7122747898102
gum,titanic,10000,32,2,1.0,0,4.4653251222496095,0.26770718487380146,37.46604037284851
convex,titanic,10000,16,3,1.0,0,8.892354698056845,0.4684278011603951,719.6296796798706
exact,titanic,10000,16,3,1.0,0,8.892354698056845,0.4241724234267805,823.8011281490326
convex,titanic,10000,32,2,1.0,0,4.4653251222496095,0.26217317838304105,1064.2474920749664
convex,msnbc,10000,64,3,1.0,0,0.10045449281201745,0.02930515484023033,4272.382017374039
gum,titanic,10000,32,3,1.0,0,52.80738292047399,0.40753916149590164,1345.0868525505066
gum,msnbc,10000,256,3,1.0,0,0.20117127923017908,0.03776872057410941,3857.6960945129395
gum,fire,10000,32,2,0.01,0,0.929826762289805,0.21021518281011317,18.040436029434204
gum,fire,10000,32,2,0.03162277660168379,0,0.2941519824646259,0.0818878609820554,17.9840304851532
gum,titanic,10000,64,3,1.0,0,57.337959186479395,0.4496013969797486,1835.0266132354736
convex,titanic,10000,32,3,1.0,0,52.80738292047399,0.42045970687211176,2360.152461051941
convex,fire,10000,256,3,1.0,0,0.42471297531151786,0.03493576929808982,19167.44896888733
gum,fire,10000,32,2,0.31622776601683794,0,0.029565660665815608,0.011226171041153126,18.124507665634155
gum,fire,10000,32,2,0.1,0,0.09313378054569621,0.0303610600750869,17.984606981277466
gum,loans,10000,256,2,1.0,0,6.858507894591815,0.2190008638958372,12748.426390171051
gum,fire,10000,32,3,0.03162277660168379,0,5.405723597778123,0.24978191230264538,774.97847032547
gum,fire,10000,32,3,0.01,0,17.08771917374411,0.4892164074925488,788.2721781730652
gum,fire,10000,32,2,3.1622776601683795,0,0.003099405002217977,0.001497018413025095,17.41206669807434
gum,fire,10000,32,3,0.1,0,1.711548808979059,0.11004046630316838,664.3959581851959
convex,fire,10000,32,2,0.03162277660168379,0,0.2941519824646259,0.07728490776785137,1328.3870964050293
convex,fire,10000,32,2,0.01,0,0.929826762289805,0.18637794289890527,1342.3071665763855
convex,fire,10000,32,2,0.1,0,0.09313378054569621,0.03037375117580567,1067.9253923892975
gum,fire,10000,32,2,10.0,0,0.0010751244879951523,0.0005526064884575499,13.349338054656982
gum,adult,10000,32,2,0.01,0,27.820221159917864,0.4825146366541031,60.37346172332764
gum,fire,10000,32,3,3.1622776601683795,0,0.05695874159738547,0.007155104641550272,671.5377376079559
gum,fire,10000,32,3,0.31622776601683794,0,0.543337455032519,0.04521091150879576,675.1196410655975
convex,stroke,10000,256,2,1.0,0,2.0646186122854586,0.05436177509441788,9835.306931257248
gum,fire,10000,32,3,10.0,0,0.01975790122714347,0.0027649383361127823,408.95803213119507
convex,fire,10000,32,2,0.31622776601683794,0,0.029565660665815608,0.011350017620281365,1010.6305415630341
convex,fire,10000,32,2,3.1622776601683795,0,0.003099405002217977,0.001766002014583166,1046.7695665359497
convex,fire,10000,32,3,0.01,0,17.08771917374411,0.49567424481729006,2416.1460390090942
gum,adult,10000,32,2,0.1,0,2.786543125366584,0.19082251396385416,66.7602846622467
gum,adult,10000,32,2,0.03162277660168379,0,8.80096544719973,0.347591759827432,67.08297395706177
convex,fire,10000,32,2,10.0,0,0.0010751244879951523,0.0011234178797044072,701.3653771877289
convex,adult,10000,32,2,0.01,0,27.820221159917864,0.5069278095600865,733.8134236335754
convex,fire,10000,32,3,0.03162277660168379,0,5.405723597778123,0.2662128635450116,2113.2586512565613
convex,fire,10000,32,3,0.1,0,1.711548808979059,0.11910255840441901,2260.791030883789
exact,fire,10000,32,2,1.0,0,0.009461874233863351,0.004022178307992305,22710.303098917007
gum,adult,10000,32,2,0.31622776601683794,0,0.8845983486606873,0.09892130749484263,60.937971115112305
convex,adult,10000,32,2,0.03162277660168379,0,8.80096544719973,0.3196205436837872,821.3497459888458
convex,titanic,10000,64,3,1.0,0,57.337959186479395,0.47207296629685963,4542.006254196167
convex,fire,10000,32,3,10.0,0,0.01975790122714347,0.01748449182678206,1553.6082775592804
convex,fire,10000,32,3,0.31622776601683794,0,0.543337455032519,0.1279145463715578,2209.8855154514313
convex,fire,10000,32,3,3.1622776601683795,0,0.05695874159738547,0.018346217684820212,2356.4233944416046
exact,loans,10000,16,3,1.0,0,93.30981572889006,0.5146450144735158,16763.63688802719
gum,adult,10000,32,2,3.1622776601683795,0,0.09273354577740713,0.023449130879284255,60.45338439941406
gum,adult,10000,32,2,10.0,0,0.03216749855296838,0.009509622603869247,60.618263959884644
gum,msnbc,10000,512,3,1.0,0,0.2845208777466943,0.04299154268221852,7805.604866027832
convex,adult,10000,32,2,0.1,0,2.786543125366584,0.17756558049464932,730.22056889534
convex,adult,10000,32,2,0.31622776601683794,0,0.8845983486606873,0.09165976092714159,737.931782245636
convex,msnbc,10000,128,3,1.0,0,0.14220122233976656,0.03257364678528051,8900.006648540497
convex,adult,10000,32,2,3.1622776601683795,0,0.09273354577740713,0.01976243280394259,724.292781829834
convex,adult,10000,32,2,10.0,0,0.03216749855296838,0.008638378523138764,732.3568403720856
convex,loans,10000,256,2,1.0,0,6.858507894591815,0.17460987860457544,15877.877713918686
convex,loans,10000,32,2,0.01,0,310.99040657324616,0.9563230151126405,981.2298746109009
exact,loans,10000,32,2,0.01,0,310.99040657324616,0.9068748157197029,1441.4630608558655
exact,loans,10000,32,2,0.03162277660168379,0,98.38224530742073,0.5775866527990824,1461.0202264785767
gum,loans,10000,32,2,0.01,0,310.99040657324616,0.9031646917751408,1466.3264420032501
gum,loans,10000,32,2,0.03162277660168379,0,98.38224530742073,0.6142338148316089,1471.738716840744
convex,adult,10000,128,3,1.0,0,23.9206470647684,0.18006353471002837,21397.758162498474
convex,loans,10000,32,2,0.03162277660168379,0,98.38224530742073,0.6004019341666132,1026.98126578331
convex,loans,10000,32,2,0.1,0,31.149579096092165,0.36353905882062126,1031.757800579071
convex,adult,10000,32,3,0.31622776601683794,0,34.38972004625502,0.18779411325907347,2847.314947605133
gum,stroke,10000,32,2,0.01,0,107.75220234955663,0.4309747850524225,141.5921893119812
convex,adult,10000,32,3,3.1622776601683795,0,3.6051171506367683,0.05590446097068191,2572.9554829597473
exact,loans,10000,32,2,0.1,0,31.149579096092165,0.35703169977662125,1435.0594844818115
gum,loans,10000,32,2,0.1,0,31.149579096092165,0.35281162347495343,1477.6309769153595
convex,loans,10000,32,2,3.1622776601683795,0,1.0366288225574884,0.08344914770572696,1075.021577835083
convex,loans,10000,32,2,0.31622776601683794,0,9.88854828013961,0.2152478800327661,1076.2939743995667
gum,stroke,10000,32,2,0.03162277660168379,0,34.08755826515225,0.24133851739742224,152.97655844688416
convex,adult,10000,32,3,10.0,0,1.25054638808649,0.031008069390906338,2559.94989156723
exact,loans,10000,32,2,3.1622776601683795,0,1.0366288225574884,0.08284836210993968,1498.5450692176819
exact,loans,10000,32,2,0.31622776601683794,0,9.88854828013961,0.21380678759698984,1501.1145958900452
gum,loans,10000,32,2,3.1622776601683795,0,1.0366288225574884,0.0953542700350824,1534.8317160606384
gum,loans,10000,32,2,0.31622776601683794,0,9.88854828013961,0.21033329747169008,1582.9825203418732
convex,loans,10000,32,2,10.0,0,0.3595867694914285,0.05037691266734008,1203.7463104724884
convex,stroke,10000,32,2,0.01,0,107.75220234955663,0.48831248980079284,728.0282692909241
convex,stroke,10000,32,2,0.03162277660168379,0,34.08755826515225,0.2599269680053187,729.066962480545
gum,stroke,10000,32,2,0.31622776601683794,0,3.4261920390589533,0.06062339976666218,145.61194396018982
gum,stroke,10000,32,2,0.1,0,10.792730833242324,0.13834207244020946,179.2678906917572
gum,stroke,10000,32,3,0.03162277660168379,0,159.0931133104227,0.5378869944704029,779.187331199646
gum,stroke,10000,32,3,0.01,0,502.9000083989747,0.7594700102199778,779.6480414867401
exact,stroke,10000,32,2,0.01,0,107.75220234955663,0.4840318644631144,1438.3978321552277
convex,adult,10000,32,3,0.1,0,108.32988567439783,0.3284153662094858,4519.948290586472
