iters,epsilon,seed,FEM_L1,PGM_L1,FEM_Linf,PGM_Linf
1000,0.1,1961979125,0.6128508209593646,0.586471075169826,0.17703903485812497,0.1613929780595951
1000,0.1,2094276510,0.585168455828889,0.5496094699382494,0.16131563773756968,0.15850010924176117
1000,0.1,2457026461,0.5510208714226897,0.5140608466012492,0.1652573051328221,0.15115917931238165
1000,0.1,2378741324,0.5529087781118821,0.5107834879995039,0.19212018455538377,0.14459999334766696
1000,0.1,2643031147,0.5772397015555952,0.5424978423498568,0.17006061464601246,0.13487093784937043
1000,0.15,2457026461,0.5159100266722753,0.4754977416481451,0.139863426037948,0.11545765663697119
1000,0.15,1961979125,0.5636367542744508,0.5306219412245982,0.12251976875342012,0.12685780100546679
1000,0.15,2094276510,0.5300934590572198,0.4882065891359918,0.13176281218474412,0.1157682869919181
1000,0.15,2378741324,0.5048560623122424,0.4599714111975573,0.13218459522542075,0.13518334155690262
1000,0.15,2643031147,0.5454692850043368,0.505172544373887,0.14595594700537168,0.11532511137606385
1000,0.2,2094276510,0.5147669715543494,0.46867888304609884,0.11799580756063863,0.0782987755936227
1000,0.2,2457026461,0.49558102818818073,0.46837039156937144,0.12219977977633217,0.12270442548630285
1000,0.2,1961979125,0.5425119928222566,0.5141087006642929,0.11765800038480244,0.11986715961268861
1000,0.2,2643031147,0.5335331011079616,0.4939287963907195,0.1201865450406763,0.09385457390445248
1000,0.2,2378741324,0.49328223558295037,0.45813936262168126,0.12578693500372742,0.12354059895891234
1000,0.25,1961979125,0.5508751020865467,0.5206945209460299,0.12340784115674579,0.12310988428744846
1000,0.25,2094276510,0.4960095045702923,0.4630631342645713,0.10785228560119023,0.10850595284565895
1000,0.25,2457026461,0.46403459880840275,0.43842875046262625,0.08677468845119637,0.09674420485583844
1000,0.25,2378741324,0.47174275668937016,0.434101709758613,0.10407991300747535,0.0999332696765893
1000,0.25,2643031147,0.5367141962006744,0.5017408476987092,0.13860663636487722,0.12499220784359984
1000,0.5,1961979125,0.49613845030801645,0.4641379634752975,0.0886995554471733,0.07132052956685503
1000,0.5,2094276510,0.4640361838132032,0.4311496526466902,0.08766367164078723,0.09239047680640242
1000,0.5,2457026461,0.45419807211269986,0.4241981485816883,0.07962464762102588,0.07978191945712568
1000,0.5,2378741324,0.45157835791169315,0.4101711191438247,0.0936267783085306,0.08773951632524356
1000,0.5,2643031147,0.49306788318003625,0.4598364019238428,0.08523651340464143,0.08870089122804536
1000,1.0,2457026461,0.4189248578287836,0.4065673954322817,0.07682598587813536,0.2552781928224145
1000,1.0,1961979125,0.4723241652736704,0.4465189298531426,0.06901904607893965,0.07127310607059043
1000,1.0,2094276510,0.42655783276127085,0.3901562338956577,0.07391150341340474,0.0711721245419302
1000,1.0,2378741324,0.4081655364947089,0.3752936949521936,0.08006061283275462,0.07435979696327805
1000,1.0,2643031147,0.4694908184788514,0.43211784506298023,0.07239050766023591,0.06527932871820616
