titanic,468130658,0.1,76.70018869838628,1.4105172423443375,39.697705471987454,1.2182329012135713,1.715134846981325,1.6224133871494197 
titanic,468130658,0.31622776601683794,24.254729134949937,1.1038977603060585,12.55351672868722,0.9911292787748252,1.1493262141392995,1.0191646106308465 
titanic,468130658,1.0,7.670018642293957,0.7998222979899261,3.969770557749139,0.6573267205317338,0.7200084972517701,0.6182536971704996 
adult,468130658,0.31622776601683794,8.47755947383051,0.35870057603099154,1.561576625993454,0.2628856786693352,0.3740886032710515,0.3124826303710513 
adult,468130658,3.1622776601683795,0.8477559009531891,0.20570260106835583,0.15615766007288778,0.1323367293719803,0.11554914481154428,0.0935233001020523 
adult,468130658,10.0,0.2680839639828108,0.20414791551885195,0.049381387908067745,0.1307604113760859,0.09094959865025193,0.07511196105736355 
adult,468130658,0.1,26.808397707004485,0.8255722023326096,4.938138809105004,0.63071723343501,0.6958261177417248,0.608903170334241 
adult,468130658,1.0,2.6808395307803092,0.22317642134108795,0.4938138822042306,0.1482789008450342,0.18807045252288937,0.1508540651827431 
titanic,1928512456,10.0,0.7590986125321508,1.2575503531759935,0.39157529092056526,1.1616280156481935,0.18272498487138808,0.15010978040171608 
titanic,1928512456,3.1622776601683795,2.400480726293743,nan,1.2382697930674458,nan,0.3979375349253098,0.34160096639774346 
titanic,1928512456,0.1,75.90986599942138,1.9723561976315915,39.157528853847,1.7901861257372673,1.5027214909629443,1.4358414743224484 
titanic,468130658,10.0,0.7670018471663699,0.6781634537013143,0.39697705305018993,0.6344091751387652,0.1843966342664264,0.14468605278696012 
titanic,1928512456,1.0,7.5909865450606135,1.0150040509821603,3.9157528871364082,0.9149369009226921,0.7254998006100941,0.6460193151667414 
titanic,1928512456,0.31622776601683794,24.00480731402662,nan,12.38269784292176,nan,1.0526317324340406,0.9771260255132133 
titanic,468130658,3.1622776601683795,2.425472770020407,0.6371198744936949,1.2553516674556802,0.5788353018098468,0.38651037383790376,0.3185982818960463 
stroke,468130658,1.0,1.8507226093364553,0.2860411738822893,0.7869817222521892,0.2435257152693744,0.19057049375687804,0.33566574208558525 
stroke,468130658,0.31622776601683794,5.852498593901438,0.4854723636511339,2.488654640909247,0.443463776736014,0.41706409947110923,0.9487308425132763 
